techno;name;environment;selectors;min;max;patterns;type;classification
Java;AWT;import;;;;java.awt.event.MouseAdapter;framework;
Java;AWT;import;;;;java.awt.event.MouseListener;framework;
Java;AWT;import;;;;java.awt.event.MouseMotionListener;framework;
Java;AWT;import;;;;java.awt.event.MouseWheelListener;framework;
Java;AWT;import;;;;java.awt.event.PopupMenuListener;framework;
Java;AWT;import;;;;java.awt.event.PropertyChangeListener;framework;
Java;AWT;import;;;;java.awt.event.TreeSelectionListener;framework;
Java;AWT;import;;;;java.awt.event.WindowAdapter;framework;
Java;AWT;import;;;;java.awt.event.WindowListener;framework;
Java;AWT;import;;;;javax.awt.Component;framework;


;;;;;;;;


C++;QT;code;*.pro;;;\bQtCreator\b;pattern;
C++;QT;code;*.pro.user;;;\b<qtcreator>\b;pattern;
C++;QT;code;*.pro.user;4;4.x;\bQt4ProjectManager\b;pattern;
C++;QT;code;;5;;#ifdef Q_OS_\w+;pattern;
C++;QT;code;;;4.x;#ifdef Q_WS_\w+;pattern;
C++;QT;code;;;;\bQString\s+\w+;pattern;


;;;;;;;;

Java;Google Guice;import;;;;com.google.inject;framework;


;;;;;;;;


XML;Remote bean;code;;;;<remote>;pattern;




;;;;;;;;

Java;Thymeleaf;import;;;;org.thymeleaf;framework;
HTML;Thymeleaf;code;;;;\bth:action\b;framework;

javascript;hapi;json;hapi;;;;version;
javascript;hapi;import;;;;hapi;framework;
javascript;hapi;import;;;;@hapi/hapi;framework;

javascript;sails;json;sails;;;;version;
javascript;sails;import;;;;sails;framework;

javascript;koa;json;koa;;;;version;
javascript;koa;import;;;;koa;framework;

javascript;DerbyJS;json;derby;;;;version;
javascript;DerbyJS;import;;;;derby;framework;

javascript;feathersjs;json;@feathersjs/feathers;;;;version;
javascript;feathersjs;import;;;;@feathersjs/feathers;framework;


Java;Restlet;import;;;;org.restlet;framework;


Shell;Shell2AWSDynamodb;code;;;;\baws\s+dynamodb\b;pattern;
Shell;Shell2AWSS3;code;;;;\baws\s+s3api\b;pattern;
Shell;Shell2AWSRDS;code;;;;\baws\s+rds\b;pattern;

;;;;;;;;

COBOL;IMS/DB;code;;;;'CBLTDLI';pattern;
COBOL;IMS/DB;code;;;;'AIBTDLI';pattern;
COBOL;IMS/DB;code;;;;'CEETDLI';pattern;

IMS;MFS Screen;code;;;;\bFMT\b;pattern;
IMS;MFS Screen;code;;;;\bDIV\b;pattern;

;;;;;;;;

;Servlet context-path;properties;server.servlet.context-path;2;;;pattern;
;Servlet context-path;properties;server.context-path;1;1;;pattern;
;Servlet context-path;properties;server.contextPath;;;;pattern;

;OSGI Whiteboard context-path;properties;osgi.http.whiteboard.context.path;;;;pattern;



Java;Spring Load Balancer;import;;;;org.springframework.cloud.client.loadbalancer.LoadBalancerClient;pattern;

Java;Jaxrs Application Path (Annotation);import;;;;javax.ws.rs.ApplicationPath;pattern;
;Jaxrs Application Path (properties);properties;spring.jersey.application-path;;;;pattern;

Java;Servlet;import;;3;;javax.servlet.annotation.WebServlet;pattern;


;zuul.routes;properties;zuul.routes;;;;pattern;


;Spring Cloud Configuration;properties;spring.cloud.config;;;;pattern;


XML;Web.xml DispatcherServlet;code;;;;org\.springframework\.web\.servlet\.DispatcherServlet;pattern;

XML;Context root;code;;;;context-root;pattern;


;;;;;;;;

Java;Swagger;import;;;;springfox.documentation;pattern;


;;;;;;;;

C#;GalaSoft.MvvmLight;import;;;;GalaSoft.MvvmLight;framework;
C#;Catel.MVVM;import;;;;Catel.MVVM;framework;
C#;DevExpress.Mvvm;import;;;;DevExpress.Mvvm;framework;

;;;;;;;;

C#;Active Directory Services Interfaces (ADSI) client;import;;;;System.DirectoryServices;framework;

;;;;;;;;

JSON;Apache Avro Schema;filename;*.avsc;;;.*;pattern;

;;;;;;;;

Java;RMI;import;;;;java.rmi;framework;
Java;CORBA;import;;;;org.omg.CORBA;framework;

;;;;;;;;


Conf;Web.config;filename;*.config;;;\bWeb\b;pattern;


;;;;;;;;


Java;EJB;annotation;;3;;Stateless;framework;
Java;EJB;annotation;;3;;Stateful;framework;
Java;EJB;annotation;;3;;MessageDriven;framework;
Java;EJB;annotation;;3;;Entity;framework;
Java;EJB;annotation;;3;;Remote;framework;
Java;EJB;annotation;;3;;Local;framework;
XML;EJB;filename;ejb-jar.xml;;2;;framework;
XML;EJB;xpath;;;;/ejb-jar;pattern;

XML;WebSphere Bean Configuration;filename;Map.mapxmi;;;;pattern;
XML;WebSphere Entity Bean Configuration;filename;*.dbxmi;;;;pattern;
XML;WebSphere Entity Bean Configuration;filename;*.tblxmi;;;;pattern;
XML;WebSphere Entity Bean Configuration;xpath;;;;/EjbRdbDocumentRoot;pattern;

XML;WebLogic Bean Configuration;filename;*.xml;;;weblogic-ejb.*;pattern;
XML;WebLogic Bean Configuration;filename;*.xml;;;weblogic-cmp.*;pattern;
XML;WebLogic Bean Configuration;xpath;;;;/weblogic-ejb-jar;pattern;

XML;WebLogic Entity Bean Configuration;filename;*.xml;;;weblogic-ejb-rdbms.*;pattern;
XML;WebLogic Entity Bean Configuration;xpath;;;;/weblogic-rdbms-jar;pattern;

XML;WebLogic Message Driven Bean Configuration;xpath;;;;/weblogic-ejb-jar/weblogic-enterprise-bean/message-driven-descriptor;pattern;

XML;TopLink Entity Bean Configuration;filename;toplink-ejb-jar.xml;;;;pattern;
XML;TopLink Entity Bean Configuration;xpath;;;;/toplink-ejb-jar;pattern;

XML;Oracle Bean Configuration;filename;*.xml;;;oracle-ejb.*;pattern;
XML;Oracle Bean Configuration;xpath;;;;/oracle-descriptor;pattern;
XML;Oracle Entity Bean Configuration;xpath;;;;/oracle-descriptor/persistence-descriptor;pattern;

XML;Glassfish Bean Configuration;xpath;;;;/sun-cmp-mappings;pattern;
XML;Glassfish Entity Bean Configuration;xpath;;;;/sun-cmp-mappings/sun-cmp-mapping/entity-mapping;pattern;

XML;Borland Bean Configuration;filename;ejb-borland.xml;;;;pattern;
XML;Borland Entity Bean Configuration;xpath;;;;/ejb-jar/enterprise-beans/entity/cmp-info;pattern;
XML;Borland Entity Bean Configuration;xpath;;;;/ejb-jar/enterprise-beans/entity/cmp2-info;pattern;


XML;Session Bean;xpath;;;2;/ejb-jar/enterprise-beans/session;pattern;
Java;Session Bean;annotation;;3;;Stateless;pattern;
Java;Session Bean;annotation;;3;;Stateful;pattern;

XML;Message Driven Bean;xpath;;;2;/ejb-jar/enterprise-beans/message-driven;pattern;
Java;Message Driven Bean;annotation;;3;;MessageDriven;pattern;

XML;Entity Bean;xpath;;;2;/ejb-jar/enterprise-beans/entity;pattern;
Java;Entity Bean;annotation;;3;;Entity;pattern;

;;;;;;;;

Java;Discovery service (pattern);import;;;;org.springframework.cloud.netflix.eureka.server.EnableEurekaServer;subpattern;
;Discovery service;execution_unit;back;;;'Discovery service (pattern)';pattern;

;;;;;;;;

Java;Configuration service (pattern);import;;;;org.springframework.cloud.config.server.EnableConfigServer;subpattern;
;Configuration service;execution_unit;back;;;'Configuration service (pattern)';pattern;

;;;;;;;;

Java;Admin service (pattern);import;;;;de.codecentric.boot.admin.server.config.EnableAdminServer;subpattern;
;Admin service;execution_unit;back;;;'Admin service (pattern)';pattern;

;;;;;;;;

Java;API Gateway service (pattern);import;;;;org.springframework.cloud.netflix.zuul.EnableZuulProxy;subpattern;
Java;API Gateway service (pattern);import;;;;org.springframework.cloud.netflix.zuul.EnableZuulServer;subpattern;

;Spring Cloud Gateway;properties;spring.cloud.gateway.routes;;;;pattern;

;API Gateway service;execution_unit;back;;;'API Gateway service (pattern)' or 'Spring Cloud Gateway';pattern;

;;;;;;;;

Java;Zipkin Tracing service (pattern);import;;;;zipkin2.server.internal.EnableZipkinServer;subpattern;
Java;Zipkin Tracing service (pattern);import;;;;zipkin.server.EnableZipkinServer;subpattern;
Java;Zipkin Tracing service (pattern);import;;;;org.springframework.cloud.sleuth.zipkin.stream.EnableZipkinStreamServer;subpattern;
;Zipkin Tracing service;execution_unit;back;;;'Zipkin Tracing service (pattern)';pattern;

;;;;;;;;

Java;Turbine service (pattern);import;;;;org.springframework.cloud.netflix.turbine.EnableTurbine;subpattern;
Java;Turbine service (pattern);import;;;;org.springframework.cloud.netflix.turbine.EnableTurbineStream;subpattern;
Java;Turbine service (pattern);import;;;;org.springframework.cloud.netflix.turbine.stream.EnableTurbineStream;subpattern;
;Turbine service;execution_unit;back;;;'Turbine service (pattern)';pattern;

;;;;;;;;

Java;Hystrix (CircuitBreaker) (pattern);import;;;;org.springframework.cloud.client.circuitbreaker.EnableCircuitBreaker;subpattern;
Java;Hystrix (CircuitBreaker) (pattern);import;;;;org.springframework.cloud.netflix.hystrix.EnableHystrix;subpattern;
;Hystrix (CircuitBreaker);execution_unit;back;;;'Hystrix (CircuitBreaker) (pattern)';pattern;

;;;;;;;;


Java;Hystrix (Monitoring) (pattern);import;;;;org.springframework.cloud.netflix.hystrix.dashboard.EnableHystrixDashboard;subpattern;
;Monitoring service;execution_unit;back;;;'Hystrix (Monitoring) (pattern)';pattern;

;;;;;;;;



Java;Discovery client (import);import;;;;org.springframework.cloud.client.discovery.EnableDiscoveryClient;subpattern;

Java;Eureka (maven);maven;io.pivotal.spring.cloud:spring-cloud-services-starter-service-registry;;;;subpattern;
Java;Eureka (maven);maven;org.springframework.cloud:spring-cloud-starter-netflix-eureka-client;;;;subpattern;

;Eureka (properties);properties;eureka.client.serviceUrl;;;;subpattern;

Java;Eureka client (import);import;;;;org.springframework.cloud.netflix.eureka.EnableEurekaClient;subpattern;

;Eureka client;execution_unit;back;;;'Eureka client (import)' or ('Discovery client (import)' and ('Eureka (maven)' or 'Eureka (properties)'));pattern;

;;;;;;;;

Java;Consul (maven);maven;org.springframework.cloud:spring-cloud-starter-consul-discovery;;;;subpattern;

;Consul (properties);properties;spring.cloud.consul;;;;subpattern;
;Desactivated Consul (properties);properties;spring.cloud.consul.discovery.enabled;;;false;subpattern;

;Consul client;execution_unit;back;;;('Consul (maven)' or ('Discovery client (import)' and 'Consul (properties)')) and not 'Desactivated Consul (properties)';pattern;


;;;;;;;;

Java;Zookeeper (maven);maven;org.springframework.cloud:spring-cloud-starter-zookeeper-discovery;;;;subpattern;

Java;Zookeeper (import);import;;;;org.apache.curator.framework.CuratorFramework;subpattern;

;Zookeeper (properties);properties;spring.cloud.zookeeper;;;;subpattern;

;Zookeeper client;execution_unit;back;;;('Discovery client (import)' and ('Zookeeper (maven)' or 'Zookeeper (properties)')) or 'Zookeeper (import)';pattern;

;;;;;;;;

Java;@EnableAuthorizationServer;import;;;;org.springframework.security.oauth2.config.annotation.web.configuration.EnableAuthorizationServer;subpattern;
;Oauth Authorization service;execution_unit;back;;;@EnableAuthorizationServer';pattern;

Java;@EnableResourceServer;import;;;;org.springframework.security.oauth2.config.annotation.web.configuration.EnableResourceServer;subpattern;
;Oauth Resource service;execution_unit;back;;;'@EnableResourceServer';pattern;


;;;;;;;;

C#;AWS ElastiCache(C#);import;;;;Amazon.ElastiCacheCluster;framework;
C#;AWS Systems Manager(C#);import;;;;Amazon.SimpleSystemsManagement;framework;
C#;AWS Key Management Service(C#);import;;;;Amazon.KeyManagementService;framework;

;;;;;;;;

;AWS Lambda;execution_unit;back;;;('AWS.Lambda(Java)' or 'Lambda Service Receive(javascript)') or ('Lambda Handler(javascript)' or ('AWS Lambda(YAML)' or ('Chalice' or 'AWS SDK Lambda(C#)')));pattern;

;AWS Cognito;execution_unit;back;;;Cognito or 'AWS SDK Cognito (C#)';pattern;

Java;AWS S3 Event(Java);import;;;;com.amazonaws.services.lambda.runtime.events.S3Event;pattern;
C#;AWS S3 Event(C#);import;;;;Amazon.Lambda.S3Events;pattern;
Python;AWS S3 Event(Python);code;;;;\bon_s3_event\b;pattern;
YAML;AWS S3 Event;aws;Properties.Events.*.Type;;;S3;subpattern;
YAML;AWS S3 Event;aws;events.s3;;;;subpattern;
;AWS Event Source S3;execution_unit;back;;;(('AWS S3 Event' or 'AWS S3 Event(Python)') or ('AWS.S3(Java)' or ('AWS S3 Event(C#)'or 'AWS S3 Event(Java)')));pattern;

Java;AWS SNS Event(Java);import;;;;com.amazonaws.services.lambda.runtime.events.SNSEvent;pattern;
C#;AWS SNS Event(C#);import;;;;Amazon.Lambda.SNSEvents;pattern;
Python;AWS SNS Event(Python);code;;;;\bon_sns_message\b;pattern;
YAML;AWS SNS Event;aws;Properties.Events.*.Type;;;SNS;subpattern;
YAML;AWS SNS Event;aws;events.sns;;;;subpattern;
;AWS Event Source SNS;execution_unit;back;;;(('AWS SNS Event' or 'AWS SNS Event(Python)') or ('AWS SNS(Java)' or ('AWS SNS Event(C#)' or 'AWS SNS Event(Java)')));pattern;

Java;AWS DynamoDB Event(Java);import;;;;com.amazonaws.services.lambda.runtime.events.DynamodbEvent;pattern;
C#;AWS DynamoDB Event(C#);import;;;;Amazon.Lambda.DynamoDBEvents;pattern;
Python;AWS DynamoDB Event(Python);code;;;;\bon_dynamodb_record\b;pattern;
YAML;AWS DynamoDB Event;aws;Properties.Events.*.Type;;;DynamoDB;subpattern;
YAML;AWS DynamoDB Event;aws;events.streal.type;;;dynamodb;subpattern;
;AWS Event Source DynamoDB;execution_unit;back;;;(('AWS DynamoDB Event' or 'AWS DynamoDB Event(Python)') or ('AWS DynamoDB(Java)' or ('AWS DynamoDB Event(C#)' or 'AWS DynamoDB Event(Java)')));pattern;

Java;AWS SQS Event(Java);import;;;;com.amazonaws.services.lambda.runtime.events.SQSEvent;pattern;
C#;AWS SQS Event(C#);import;;;;Amazon.Lambda.SQSEvents;pattern;
Python;AWS SQS Event(Python);code;;;;\bon_sqs_message\b;pattern;
YAML;AWS SQS Event;aws;Properties.Events.*.Type;;;SQS;subpattern;
YAML;AWS SQS Event;aws;events.sqs;;;;subpattern;
;AWS Event Source SQS;execution_unit;back;;;(('AWS SQS Event' or 'AWS SQS Event(Python)') or ('AWS SQS(Java)' or ('AWS SQS Event(C#)' or 'AWS SQS Event(Java)')));pattern;

Java;AWS API Event(Java);import;;;;com.amazonaws.services.lambda.runtime.events.APIGatewayProxyRequestEvent;pattern;
Java;AWS API Event(Java);import;;;;com.amazonaws.services.lambda.runtime.events.APIGatewayProxyResponseEvent;pattern;
C#;AWS API Event(C#);import;;;;Amazon.Lambda.APIGatewayEvents;pattern;
Python;route(Python);code;;;;@.*\broute\b;subpattern;
Python;AWS API Event(Python);combination;;;;('route(Python)' and 'Chalice');pattern;
YAML;AWS API Event;aws;Properties.Events.*.Type;;;Api;subpattern;
YAML;AWS API Event;aws;events.http;;;;subpattern;
YAML;AWS API Event;aws;events.httpApi;;;;subpattern;
;AWS Event Source API;execution_unit;back;;;('AWS API Event' or ('AWS API Event(Python)' or ('AWS API Event(C#)' or 'AWS API Event(Java)')));pattern;

;AWS API Gateway;execution_unit;back;;;('AWS API Event' or ('AWS API Event(Python)' or ('AWS API Event(C#)' or 'AWS API Event(Java)')));pattern;

Java;AWS Cognito Event(Java);import;;;;com.amazonaws.services.lambda.runtime.events.CognitoEvent;pattern;
C#;AWS Cognito Event(C#);import;;;;Amazon.Lambda.CognitoEvents;pattern;
Java;AWS Cognito (Java);import;;;;com.amazonaws.services.cognitoidp;pattern;
YAML;AWS Cognito Event;aws;Properties.Events.*.Type;;;Cognito;subpattern;
YAML;AWS Cognito Event;aws;events.cognitoUserPool;;;;subpattern;
;AWS Event Source Cognito;execution_unit;back;;;('AWS Cognito Event' or ('AWS Cognito (Java)' or ('AWS Cognito Event(C#)' or 'AWS Cognito Event(Java)')));pattern;

Java;AWS X-Ray (Java);import;;;;com.amazonaws.xray;framework;

;AWS X-Ray;execution_unit;back;;;'AWS X-Ray (Java)';pattern;


Java;AWS CDK (Java);import;;;;software.amazon.awscdk;framework;
Java;AWS CDK (Java);maven;org.software.amazon.awscdk;;;;version;
TypeScript;AWS CDK (TypeScript);import;;;;@aws-cdk;framework;
C#;AWS CDK (C#);import;;;;Amazon.CDK;framework;
Python;AWS CDK (Python);code;;;;(?:from|import)\s+aws_cdk\b;framework;

;AWS CDK;execution_unit;back;;;('AWS CDK (Java)' or 'AWS CDK (TypeScript)') or ('AWS CDK (C#)' or 'AWS CDK (Python)');pattern;

;;;;;;;;


;Technical(pattern);execution_unit;back;;;(('Discovery service' or 'Monitoring service') or ('Turbine service' or 'Configuration service')) or (('Admin service' or 'API Gateway service') or 'Zipkin Tracing service');subpattern;

;Functional(pattern);execution_unit;back;;;(('communication/rest' or 'communication/soap') or 'storage') or ('front');subpattern;

;Technical Service;execution_unit;back;;;'Technical(pattern)' and (not 'Functional(pattern)');pattern;


;;;;;;;;

;dep;dirname;;;;\\dep\\;pattern;
;dep;dirname;;;;\\deps\\;pattern;


;;;;;;;;generated

;dist;dirname;;;;(\\|^)dist\\;pattern;
javascript;minified;filename;*.js;;;.*\.min\..*;pattern;
javascript;minified;filename;*.js;;;.*\.min;pattern;

javascript;Web Help;code;;;;//\tWebHelp;pattern;
Java;Javadoc;code;;;;Generated by javadoc;pattern;


;;;;;;;;data

javascript;i18n;filename;*.js;;;^de$;pattern;
javascript;i18n;filename;*.js;;;^en$;pattern;
javascript;i18n;filename;*.js;;;^es$;pattern;
javascript;i18n;filename;*.js;;;^fr$;pattern;
javascript;i18n;filename;*.js;;;^it$;pattern;
javascript;i18n;filename;*.js;;;^ru$;pattern;
javascript;i18n;filename;*.js;;;^jp$;pattern;

;i18n;dirname;;;;(\\|^)en-us\\;pattern;
;i18n;dirname;;;;(\\|^)fr-fr\\;pattern;
;i18n;dirname;;;;(\\|^)de-de\\;pattern;
;i18n;dirname;;;;(\\|^)it-it\\;pattern;
;i18n;dirname;;;;(\\|^)ies-es\\;pattern;




;;;;;;;;dependency injection, ioc

C#;Unity;import;;;;Unity;pattern;
C#;Microsoft.Practices.Unity;import;;;;Microsoft.Practices.Unity;pattern;
C#;Microsoft.Extensions.DependencyInjection;import;;;;Microsoft.Extensions.DependencyInjection;pattern;
C#;Autofac;import;;;;Autofac;pattern;
C#;CatelIoc;import;;;;CatelIoc;pattern;
C#;Ninject;import;;;;Ninject;pattern;
C#;StructureMap;import;;;;StructureMap;pattern;
C#;Spring.Net;import;;;;Spring.Context;pattern;
C#;LightInject;import;;;;LightInject;pattern;
C#;TinyIoc;import;;;;TinyIoc;pattern;
C#;Ocelot.DependencyInjection;import;;;;Ocelot.DependencyInjection;pattern;


;;;;;;;;test

C#;Nsubstitute;import;;;;Nsubstitute;pattern;

Java;JUnit;import;;;;org.junit;pattern;
Java;junit;filename;*.jar;;;\bjunit\b;version;
Java;junit;maven;junit;;;;version;

Java;Mockito;import;;;;org.mockito;pattern;

Java;JMock;import;;;;org.jmock;pattern;

Java;easymock;maven;org.easymock;;;;version;
Java;easymock;import;;;;org.easymock;pattern;

Java;powermock;maven;org.powermock;;;;version;
Java;powermock;import;;;;org.powermock;pattern;

Java;hamcrest;maven;org.hamcrest;;;;version;
Java;hamcrest;import;;;;org.hamcrest;pattern;

Java;TestNG;import;;;;org.testng;pattern;


C#;Xunit;import;;;;Xunit;pattern;
C#;FakeItEasy;import;;;;FakeItEasy;pattern;
C#;JustMock;import;;;;Telerik\.JustMock;pattern;
C#;Moq;import;;;;Moq;pattern;
C#;Nmock;import;;2;2;NMock2;pattern;
C#;Nmock;import;;3;3;NMock3;pattern;
C#;Nmock;import;;;;NMock;pattern;
C#;NGXunit;import;;;;Xunit;pattern;
C#;NUnit.Framework;import;;;;NUnit.Framework;pattern;

C++;CppUnit;code;;;;\bCPPUNIT_;pattern;
C++;Google Test;code;;;;\bTEST(_[FP])?\(\b;pattern;

javascript;chai;import;;;;chai;pattern;
javascript;supertest;import;;;;supertest;pattern;
javascript;sinon;import;;;;sinon;pattern;
javascript;SAP UI5 Tests;import;;;;sap.ui.qunit;pattern;
javascript;SAP UI5 Tests;import;;;;sap.ui.thirdparty.qunit;pattern;
javascript;Unit Tests;import;;;;servicerequests.test.integration;pattern;


javascript;faker;import;;;;faker;pattern;


javascript;Jest;dirname;;;;(\\|^)__tests__\\.*\.js;pattern;

javascript;Unit Tests;filename;*.js;;;.*-test;pattern;
javascript;Unit Tests;filename;*.js;;;.*\.test;pattern;
javascript;Unit Tests;filename;*.js;;;.*-spec;pattern;
javascript;Unit Tests;filename;*.js;;;.*\.spec;pattern;

Java;Unit Tests;dirname;;;;(\\|^)test\\.*\.java;pattern;
Java;Unit Tests;dirname;;;;(\\|^)tests\\.*\.java;pattern;
;Unit Tests;dirname;;;;(\\|^)test\\;pattern;
;Unit Tests;dirname;;;;(\\|^)_tests_\\;pattern;

javascript;Unit Tests;code;;;;\basyncTest\(;pattern;


;;;;;;;;build

JSON;package.json;filename;package.json;;;;pattern;
XML;pom;filename;pom.xml;;;;pattern;
Gradle;BuildConfig;code;;;;\bbuildConfigField\b;pattern;
javascript;Grunt;filename;Gruntfile.js;;;;pattern;
javascript;config;filename;*.js;;;\..*;pattern;
javascript;Babel;filename;babel.config.js;;;;pattern;
javascript;Changelog;filename;changelog.config.js;;;;pattern;
javascript;Jest config;filename;jest.config.js;;;;pattern;
javascript;Jest config;filename;jestSetup.js;;;;pattern;

javascript;Mocha;filename;*.js;;;mocha\..*;pattern;
javascript;Karma;filename;karma.conf.js;;;;pattern;

javascript;Storybook;dirname;;;;(\\|^)\.storybook\\;pattern;


;;;;;;;;security

Java;Java.security;import;;;;java.security;pattern;

Java;spring security;maven;org.springframework.security;;;;version;
Java;spring security;import;;;;org.springframework.security;pattern;

;;;;;;;;security/authentication

Java;SAML(Java);import;;;;org.opensaml;pattern;
Java;Oauth2(Java);import;;;;org.springframework.security.oauth2;pattern;
C#;IdentityServer4;import;;;;IdentityServer4;pattern;
C#;IdentityServer3;import;;;;IdentityServer3;pattern;
C#;IdentityModel;import;;;;System.IdentityModel;pattern;

YAML;Cognito;aws;Properties.Events.*.Properties.Auth.Authorizer;;;CognitoAuthorizer;pattern;
YAML;Cognito;aws;events.http.authorizer.type;;;COGNITO_USER_POOLS;pattern;
C#;AWS SDK Cognito (C#);import;;;;Amazon.CognitoIdentityProvider;pattern;

;;;;;;;;communication

C#;WCF;import;;;;System.ServiceModel.Web;framework;
C#;WCF;annotation;;;;ServiceContract;framework;
C#;WCF;annotation;;;;System.Runtime.Serialization.DataContractAttribute;framework;
C#;WCF;annotation;;;;DataContract;framework;


;;;;;;;;communication/OData

Java;Apache Olingo;import;;;;org.apache.olingo;pattern;

;;;;;;;;communication/CICS

Java;CICS Transaction Gateway(Java);import;;;;com.ibm.connector2.cics;pattern;
Java;CICS Transaction Gateway(Java);import;;;;com.ibm.ctg.client;pattern;

;;;;;;;;communication/program

C++;boost.Python;code;;;;#include <boost/python.hpp>;pattern;
C++;C++2Python;code;;;;\bPy_Initialize\b;pattern;

Shell;Shell2Java;code;;;;^\s*java(\.exe)\b;pattern;
Shell;Shell2Java;code;;;;[ \t]java(\.exe)\b;pattern;
Shell;Shell2Java;code;;;;/bin/java\b;pattern;
Shell;Shell2Java;code;;;;^\s*java\b;pattern;

Shell;Shell2Python;code;;;;^python(\.exe)\b;pattern;
Shell;Shell2Python;code;;;;[ \t]python(\.exe)\b;pattern;
Shell;Shell2Python;code;;;;/bin/wlst\.sh\b;pattern;
Shell;Shell2Python;code;;;;/bin/wlst\.cmd\b;pattern;

JCL;JCL2JShell;code;;;;PGM=BPXBATCH;pattern;

JCL;JCL2Java;code;;;;PGM=JVMLDM;pattern;

javascript;NodeJS2Exe;import;;;;child_process;pattern;

Java;Java2Exe;import;;;;com.ibm.as400.access.ProgramCall;pattern;
Java;Java2Exe;import;;;;java.lang.ProcessBuilder;pattern;
Java;Java2Exe;import;;;;java.lang.Runtime;pattern;

Python;Python2Exe;code;;;;\bPopen\b;pattern;
Python;Python2Exe;code;;;;\bpopen\b;pattern;
Python;Python2Exe;code;;;;\bos.system\b;pattern;
Python;Python2Exe;code;;;;\bsubprocess\b;pattern;

COBOL;JNI(Cobol);code;;;;(?i)COPY JNI;pattern;


Java;main(Java);code;;;;\bvoid\s+main\b;pattern;
C#;main(C#);code;;;;\bMain\b;pattern;

;;;;;;;;communication/soap

Java;JAX-WS;import;;;;javax.jws;framework;
Java;JAX-WS;import;;;;javax.xml.ws;framework;

Java;spring WebServices;import;;;;org.springframework.ws;framework;

XML;jaxrpc;code;;;;<jaxrpc-mapping-file>;pattern;

javascript;soap;json;soap;;;;version;
javascript;soap;import;;;;soap;pattern;


;;;;;;;;communication/websocket

C#;Microsoft.AspNet.SignalR(C#);import;;;;Microsoft.AspNet.SignalR;pattern;
C#;Microsoft.AspNetCore.SignalR(C#);import;;;;Microsoft.AspNetCore.SignalR;pattern;
C#;System.Net.WebSockets.WebSocket(C#);import;;;;System.Net.WebSockets.WebSocket;pattern;
C#;System.Net.WebSockets.Client(C#);import;;;;System.Net.WebSockets.Client;pattern;
C#;Microsoft.AspNetCore.WebSockets(C#);import;;;;Microsoft.AspNetCore.WebSockets;pattern;

;;;;;;;;communication/messenging


Java;Apache Camel;import;;;;org.apache.camel;framework;
XML;Apache Camel;code;;;;http://camel.apache.org/;framework;

Java;RabbitMQ(Java);maven;com.rabbitmq;;;;version;
Java;RabbitMQ(Java);import;;;;com.rabbitmq;framework;
Java;RabbitMQ(Java);filename;*.jar;;;\bamqp-client\b;version;

C#;RabbitMQ(C#);import;;;;RabbitMQ;framework;
C#;RabbitMQ(C#);import;;;;EasyNetQ;framework;
C#;NServiceBus.RabbitMQ(C#);import;;;;NServiceBus.RabbitMQ;framework;

C#;MSMQ(C#);import;;;;MSMQ;framework;
C#;System.Messaging(C#);code;;;;\busing\s*System.Messaging\b;framework;
C#;MQTTnet(C#);import;;;;MQTTnet;framework;
C#;NServiceBus(C#);import;;;;NServiceBus;framework;
C#;WebSphereMqClient(C#);import;;;;WebSphereMqClient;framework;
C#;ZeroMQ(C#);import;;;;ZeroMQ;framework;

C#;Azure Service Bus(C#);import;;;;Microsoft.Azure.ServiceBus;framework;
C#;Azure Service Bus(C#);import;;;;Microsoft.ServiceBus;framework;
Java;Azure Service Bus(Java);import;;;;com.azure.messaging.servicebus;framework;
javascript;Azure Service Bus(javascript);import;;;;@azure/service-bus;framework;
Typescript;Azure Service Bus(Typescript);import;;;;@azure/service-bus;framework;


Java;spring AMQP;maven;org.springframework.amqp;;;;version;
Java;spring AMQP;import;;;;org.springframework.amqp;framework;
javascript;AMQP(javascript);import;;;;amqplib;framework;
C#;Microsoft.Azure.Amqp(C#);import;;;;Microsoft.Azure.Amqp;pattern;


Java;JMS;import;;;;org.springframework.jms;framework;
Java;JMS;import;;;;javax.jms;framework;

XML;JNDI(JMS);code;;;;\"jms/;pattern;

Java;Kafka;maven;org.apache.kafka;;;;version;
Java;Kafka;import;;;;org.apache.kafka;framework;
Java;Kafka;import;;;;kafka;framework;
Java;Kafka;import;;;;org.springframework.kafka;framework;
C#;Confluent.Kafka(C#);import;;;;Confluent.Kafka;framework;

Java;apache ActiveMQ(Java);maven;org.apache.activemq;;;;version;
Java;apache ActiveMQ(Java);filename;*.jar;;;\org.apache.activemq\b;version;
Java;apache ActiveMQ(Java);import;;;;org.apache.activemq;framework;
C#;Apache.NMS.ActiveMQ(C#);import;;;;Apache.NMS.ActiveMQ;pattern;

Java;IBM.MQ(Java);maven;com.ibm.mq;;;;version;
